respondent_id,topic
415,Labour conditions for suppliers / in the value chain abroad
415,Ethical issues (e.g. corruption)
415,Charitable giving
415,Diversity
415,anti-racism & inclusive societies
415,Gender equality & feminism
415,Human rights
415,poverty and hunger in the world
415,Polarisation of opinions in society
415,Public health & well-being - people's physical and mental health / ill-health
415,The country's economy
415,Democracy
415,Safe societies
416,Air & water pollution
416,Circular economy - recycling & reuse of materials
416,Wars and conflicts in the world
416,Human rights
416,poverty and hunger in the world
416,Democracy
416,Safe societies
418,Climate change
418,Animal health & welfare
418,Human rights
418,poverty and hunger in the world
418,Polarisation of opinions in society
418,Public health & well-being - people's physical and mental health / ill-health
419,Climate change
419,Air & water pollution
419,Labour conditions and opportunities in Sweden
419,Sustainable transport
419,Energy issues / energy efficiency
419,Sustainable finance
419,Wars and conflicts in the world
419,Ethical issues (e.g. corruption)
419,Diversity
419,anti-racism & inclusive societies
419,Gender equality & feminism
419,Human rights
419,poverty and hunger in the world
419,Public health & well-being - people's physical and mental health / ill-health
419,The country's economy
419,Safe societies
420,Labour conditions and opportunities in Sweden
420,Gender equality & feminism
420,Human rights
420,poverty and hunger in the world
421,Climate change
421,Biodiversity - animals
421,plants & ecosystems
421,Air & water pollution
421,Labour conditions and opportunities in Sweden
421,Circular economy - recycling & reuse of materials
421,Sustainable transport
421,Energy issues / energy efficiency
421,Sustainable finance
421,Sustainable agriculture & food production
421,Wars and conflicts in the world
421,Animal health & welfare
421,Labour conditions for suppliers / in the value chain abroad
421,Ethical issues (e.g. corruption)
421,Charitable giving
421,Diversity
421,anti-racism & inclusive societies
421,Gender equality & feminism
421,Human rights
421,poverty and hunger in the world
421,Polarisation of opinions in society
421,Public health & well-being - people's physical and mental health / ill-health
421,The country's economy
421,Democracy
421,Safe societies
422,Climate change
422,Labour conditions and opportunities in Sweden
422,Circular economy - recycling & reuse of materials
422,Energy issues / energy efficiency
422,Sustainable agriculture & food production
422,Diversity
422,anti-racism & inclusive societies
422,Human rights
422,poverty and hunger in the world
422,Safe societies
423,Labour conditions and opportunities in Sweden
423,Wars and conflicts in the world
423,Ethical issues (e.g. corruption)
423,Diversity
423,anti-racism & inclusive societies
423,Public health & well-being - people's physical and mental health / ill-health
424,Climate change
424,Biodiversity - animals
424,plants & ecosystems
424,Labour conditions and opportunities in Sweden
424,Sustainable agriculture & food production
424,Wars and conflicts in the world
424,Animal health & welfare
424,Labour conditions for suppliers / in the value chain abroad
424,Ethical issues (e.g. corruption)
424,Diversity
424,anti-racism & inclusive societies
424,Gender equality & feminism
424,Human rights
424,poverty and hunger in the world
424,Public health & well-being - people's physical and mental health / ill-health
424,Safe societies
425,Energy issues / energy efficiency
425,Sustainable finance
425,Polarisation of opinions in society
425,The country's economy
425,Safe societies
426,Other:
427,Climate change
427,Biodiversity - animals
427,plants & ecosystems
427,Air & water pollution
427,Labour conditions and opportunities in Sweden
427,Circular economy - recycling & reuse of materials
427,Sustainable transport
427,Energy issues / energy efficiency
427,Sustainable finance
427,Sustainable agriculture & food production
427,Wars and conflicts in the world
427,Animal health & welfare
427,Labour conditions for suppliers / in the value chain abroad
427,Ethical issues (e.g. corruption)
427,Charitable giving
427,Diversity
427,anti-racism & inclusive societies
427,Gender equality & feminism
427,Human rights
427,poverty and hunger in the world
427,Polarisation of opinions in society
427,Public health & well-being - people's physical and mental health / ill-health
427,The country's economy
427,Democracy
427,Safe societies
428,Climate change
428,Biodiversity - animals
428,plants & ecosystems
428,Circular economy - recycling & reuse of materials
428,Energy issues / energy efficiency
428,Wars and conflicts in the world
428,Public health & well-being - people's physical and mental health / ill-health
428,Democracy
429,Climate change
429,Biodiversity - animals
429,plants & ecosystems
429,Wars and conflicts in the world
429,Public health & well-being - people's physical and mental health / ill-health
430,Climate change
430,Biodiversity - animals
430,plants & ecosystems
430,Air & water pollution
430,Circular economy - recycling & reuse of materials
430,Sustainable transport
430,Energy issues / energy efficiency
430,Sustainable finance
430,Wars and conflicts in the world
430,Ethical issues (e.g. corruption)
430,Gender equality & feminism
430,Polarisation of opinions in society
430,Public health & well-being - people's physical and mental health / ill-health
432,Climate change
432,Biodiversity - animals
432,plants & ecosystems
432,Air & water pollution
432,Labour conditions and opportunities in Sweden
432,Circular economy - recycling & reuse of materials
432,Sustainable transport
432,Energy issues / energy efficiency
432,Sustainable finance
432,Sustainable agriculture & food production
432,Wars and conflicts in the world
432,Animal health & welfare
432,Labour conditions for suppliers / in the value chain abroad
432,Ethical issues (e.g. corruption)
432,Charitable giving
432,Diversity
432,anti-racism & inclusive societies
432,Gender equality & feminism
432,Human rights
432,poverty and hunger in the world
432,Polarisation of opinions in society
432,Public health & well-being - people's physical and mental health / ill-health
432,The country's economy
432,Democracy
432,Safe societies
433,Ethical issues (e.g. corruption)
433,Diversity
433,anti-racism & inclusive societies
433,Gender equality & feminism
433,Human rights
433,poverty and hunger in the world
433,Public health & well-being - people's physical and mental health / ill-health
433,The country's economy
433,Democracy
433,Safe societies
434,Climate change
434,Air & water pollution
434,Circular economy - recycling & reuse of materials
434,Sustainable transport
434,Energy issues / energy efficiency
434,Sustainable agriculture & food production
434,Wars and conflicts in the world
434,Labour conditions for suppliers / in the value chain abroad
434,Ethical issues (e.g. corruption)
434,Charitable giving
434,Diversity
434,anti-racism & inclusive societies
434,Gender equality & feminism
434,Human rights
434,poverty and hunger in the world
434,Public health & well-being - people's physical and mental health / ill-health
434,Democracy
434,Safe societies
435,Air & water pollution
435,Animal health & welfare
435,Gender equality & feminism
435,Polarisation of opinions in society
435,Democracy
437,Labour conditions and opportunities in Sweden
437,Sustainable agriculture & food production
437,Wars and conflicts in the world
437,Safe societies
437,Other:
438,Air & water pollution
438,Democracy
439,Air & water pollution
439,Labour conditions and opportunities in Sweden
439,Circular economy - recycling & reuse of materials
439,Wars and conflicts in the world
439,Human rights
439,poverty and hunger in the world
439,Public health & well-being - people's physical and mental health / ill-health
