respondent_id,brand,perception_type,perception
30,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,Democracy"
31,,social,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,The country's economy,Democracy,Safe societies"
32,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Sustainable transport,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Gender equality & feminism,Human rights, poverty and hunger in the world,The country's economy,Democracy"
33,,social,"Climate change,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Ethical issues (e.g. corruption)"
34,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy"
35,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
36,,social,"Climate change,Energy issues / energy efficiency,Sustainable finance,The country's economy"
37,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,Democracy"
38,,social,"Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production"
39,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Sustainable finance,Sustainable agriculture & food production,Human rights, poverty and hunger in the world,Democracy"
40,,social,"Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health"
41,,social,"Wars and conflicts in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
42,,social,"Climate change,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Polarisation of opinions in society,The country's economy,Democracy"
43,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism"
44,,social,"Climate change,Gender equality & feminism,The country's economy,Democracy,Safe societies,Other:"
45,,social,"Public health & well-being - people's physical and mental health / ill-health,Other:"
46,,social,"Climate change,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
47,,social,"Climate change,Public health & well-being - people's physical and mental health / ill-health"
48,,social,"Climate change,Circular economy - recycling & reuse of materials,Wars and conflicts in the world,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Safe societies"
49,,social,"Energy issues / energy efficiency,Wars and conflicts in the world,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Polarisation of opinions in society,The country's economy,Democracy,Safe societies"
50,,social,"Sustainable finance,Wars and conflicts in the world,Public health & well-being - people's physical and mental health / ill-health,Safe societies"
51,,social,"Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Animal health & welfare,Safe societies"
52,,social,"Energy issues / energy efficiency,Safe societies"
53,,social,"Climate change,Circular economy - recycling & reuse of materials,Sustainable transport,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,Democracy"
54,,social,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Wars and conflicts in the world,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy"
55,,social,"Climate change,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Ethical issues (e.g. corruption),Gender equality & feminism,Polarisation of opinions in society"
56,,social,"Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Wars and conflicts in the world,The country's economy,Democracy,Safe societies"
57,,social,"Sustainable transport,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Public health & well-being - people's physical and mental health / ill-health,Safe societies"
58,,social,"Energy issues / energy efficiency,Wars and conflicts in the world"
59,,social,"Air & water pollution,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Ethical issues (e.g. corruption),Gender equality & feminism,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
61,,social,"Air & water pollution,Sustainable transport,Sustainable agriculture & food production"
62,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health"
63,,social,Public health & well-being - people's physical and mental health / ill-health
64,,social,"Labour conditions and opportunities in Sweden,Wars and conflicts in the world"
65,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
66,,social,"Wars and conflicts in the world,Polarisation of opinions in society,Democracy"
67,,social,"Wars and conflicts in the world,The country's economy,Democracy,Safe societies"
68,,social,"Labour conditions and opportunities in Sweden,The country's economy,Safe societies"
69,,social,"Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Wars and conflicts in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy"
70,,social,"Climate change,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,Safe societies"
71,,social,"Climate change,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
72,,social,"Energy issues / energy efficiency,Sustainable finance,Animal health & welfare,The country's economy"
73,,social,"Climate change,Air & water pollution,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Ethical issues (e.g. corruption),Gender equality & feminism,Democracy,Safe societies"
74,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Human rights, poverty and hunger in the world,Democracy"
75,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy"
76,,social,"Climate change,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Human rights, poverty and hunger in the world,The country's economy,Democracy"
77,,social,"Sustainable agriculture & food production,Wars and conflicts in the world,Polarisation of opinions in society,The country's economy,Democracy,Safe societies"
78,,social,"Climate change,Air & water pollution,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Charitable giving,Public health & well-being - people's physical and mental health / ill-health,The country's economy"
79,,social,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Wars and conflicts in the world,Animal health & welfare,Gender equality & feminism,Polarisation of opinions in society,Safe societies"
80,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
